csv,60.0559720993,16,2600.24098422,7.27877083081,439.82649915,480.663943949, ru-exi, 16, 100000, 0 
csv,60.0795259476,16,2975.77248123,8.67067853372,468.702973326,456.018419749, ru, 16, 100000, 0 
csv,60.0802719593,16,2557.49508098,8.78005479674,554.593389696,527.756059981, rc, 16, 100000, 0 
csv,60.1524150372,16,2690.4489188,8.85412696693,531.297569686,507.134686488, rr, 16, 100000, 0 
csv,60.0811679363,16,2571.77091104,8.4320155951,529.64577072,504.315558348, s, 16, 100000, 0 
csv,60.0576741695,16,2737.3187902,7.99348409858,466.801386803,468.944343808, ru-exi, 16, 10000, 0 
csv,60.0483942032,16,2570.02709311,8.68828950225,543.814114718,529.167773315, ru, 16, 10000, 0 
csv,60.0920031071,16,2686.92990168,9.01097181974,540.368948377,521.336833072, rc, 16, 10000, 0 
csv,60.2504570484,16,2530.83557321,8.85680682531,564.437316307,541.556207677, rr, 16, 10000, 0 
csv,60.1805639267,16,2668.43627779,8.72411713849,494.909794025,636.113545185, s, 16, 10000, 0 
csv,60.1302630901,16,2765.84520761,7.50891405221,438.890179051,416.145487204, ru-exi, 16, 50000, 0 
csv,60.0407938957,16,2975.81008523,8.33424059457,453.92673314,424.462150198, ru, 16, 50000, 0 
csv,60.0522019863,16,2643.5999805,9.12701296363,555.085488635,541.523016493, rc, 16, 50000, 0 
csv,60.1176099777,16,2680.29617378,8.90075243525,538.126800472,503.843853347, rr, 16, 50000, 0 
csv,60.0136678219,16,2560.73333921,8.75226637751,510.618840254,693.261470921, s, 16, 50000, 0 
csv,60.1070718765,16,2864.22203952,7.85608116507,443.355663126,420.644774997, ru-exi, 16, 100000, 0 
csv,60.1370880604,16,2623.00695108,8.36260406039,516.573660307,483.936729431, ru, 16, 100000, 0 
csv,60.0509068966,16,2589.05332217,9.08049145855,567.874552269,533.972188317, rc, 16, 100000, 0 
csv,60.1621119976,16,2633.13561875,8.87668408567,543.639605442,522.082659494, rr, 16, 100000, 0 
csv,60.2197680473,16,2656.35363913,8.14052148738,484.757727465,512.961350231, s, 16, 100000, 0 
csv,60.0548951626,16,2716.93089395,7.58791587803,450.516401819,432.003058981, ru-exi, 16, 200000, 0 
csv,60.1177790165,16,2648.18498961,8.49671050019,518.134322029,494.006565743, ru, 16, 200000, 0 
csv,60.1186459064,16,2506.89279054,8.83302731826,569.756682784,539.27453121, rc, 16, 200000, 0 
csv,60.0601379871,16,2552.84128772,9.17648975949,581.833216944,547.903840599, rr, 16, 200000, 0 
csv,60.0870320797,16,2655.63124816,8.38871619673,494.861514236,548.48481488, s, 16, 200000, 0 
csv,60.2996039391,16,2768.49247913,8.34344702132,482.711302529,480.127263201, ru-exi, 16, 300000, 0 
csv,60.0142319202,16,2610.01424142,8.30328149981,513.500525224,490.707285573, ru, 16, 300000, 0 
csv,60.0182111263,16,2695.68180997,9.15961207986,546.813608006,530.856891401, rc, 16, 300000, 0 
csv,60.0560638905,16,2687.80518641,9.18854491552,548.429260239,541.105269194, rr, 16, 300000, 0 
csv,60.111536026,16,2677.37294103,8.33158406781,478.823044569,575.467806215, s, 16, 300000, 0 
csv,60.1680588722,16,2861.31883306,8.07793835118,455.519167995,436.331347577, ru-exi, 16, 400000, 0 
csv,60.0775470734,16,2649.75864953,8.87051688596,541.131831502,513.392228347, ru, 16, 400000, 0 
csv,60.0181670189,16,2680.03852816,8.93390125867,539.766045972,507.283137103, rc, 16, 400000, 0 
csv,60.0482480526,16,2650.26882817,9.20297906592,559.853564973,538.231748927, rr, 16, 400000, 0 
csv,60.2360501289,16,2641.20903777,8.60489271893,496.822479933,619.693767251, s, 16, 400000, 0 
csv,60.1392960548,16,2692.41595133,8.37199176871,502.268012522,478.51207945, ru-exi, 16, 600000, 0 
csv,60.0186569691,16,2661.35578612,8.86685286328,538.955889889,509.41649644, ru, 16, 600000, 0 
csv,60.2330210209,16,2659.55446506,9.56772693232,583.481360625,543.627364514, rc, 16, 600000, 0 
csv,60.2703678608,16,3305.55473728,8.72677356558,427.867874364,400.450720129, rr, 16, 600000, 0 
csv,60.1413779259,16,2896.29213708,8.44398382141,447.202931122,544.758871979, s, 16, 600000, 0 
csv,60.0057971478,16,2655.41010325,7.54666048964,460.471127351,431.476224642, ru-exi, 16, 800000, 0 
csv,60.0036568642,16,2898.44001331,8.5677576571,478.26559616,451.644559647, ru, 16, 800000, 0 
csv,60.1332070827,16,2617.10638156,8.69729065613,538.40492958,504.759731819, rc, 16, 800000, 0 
csv,60.1708238125,16,2555.52426005,8.64559085288,546.317919989,520.936092982, rr, 16, 800000, 0 
csv,60.1705648899,16,2690.86720885,8.36320494045,485.849097799,543.933625305, s, 16, 800000, 0 
csv,60.0337569714,16,2771.77388847,7.85140491776,458.909678664,430.078340916, ru-exi, 16, 1000000, 0 
csv,60.1089510918,16,2706.93460865,8.96413430052,536.280484817,503.874431785, ru, 16, 1000000, 0 
csv,60.0454051495,16,2596.76822251,8.61066451854,535.408510608,511.053376206, rc, 16, 1000000, 0 
csv,60.0068261623,16,2680.37838837,8.57227116249,514.617943136,500.018413136, rr, 16, 1000000, 0 
csv,60.0221948624,16,2571.2821791,8.29356748945,505.71979633,557.641449116, s, 16, 1000000, 0 
csv,60.0010509491,1,1421.99175932,27.6338282827,197.630182024,180.762681822Process Process-2:
csv,60.004627943,2,2605.23238555,54.8415721267,423.791711266,409.804760917, ru-exi, 2, 100000, 0 
csv,60.0054531097,3,2993.07797362,35.5403893003,361.307989554,335.493873709, ru-exi, 3, 100000, 0 
csv,60.0402760506,4,2835.9130104,27.8654499433,396.417643752,379.310767012, ru-exi, 4, 100000, 0 
csv,60.037003994,5,2773.45618407,23.2800297725,424.326055717,400.992232865, ru-exi, 5, 100000, 0 
csv,60.2056849003,6,2932.63003805,19.2679686432,400.179246035,369.939788749, ru-exi, 6, 100000, 0 
csv,60.1099200249,8,2563.47038785,14.98860343,474.494364446,440.344820528, ru-exi, 8, 100000, 0 
csv,60.1144380569,10,2555.1266046,12.6752615633,499.109920256,483.610862127, ru-exi, 10, 100000, 0 
csv,60.0324680805,12,2581.51971683,10.5614697079,495.794840179,471.398233884, ru-exi, 12, 100000, 0 
csv,60.0585229397,14,2769.29887482,8.70101421256,445.077453668,419.008976006, ru-exi, 14, 100000, 0 
csv,60.2268800735,16,2752.25945288,8.58590020942,505.882735974,471.696737951, ru-exi, 16, 100000, 0 
csv,60.2462780476,18,2617.24051858,6.64558060983,460.33831185,443.753739496, ru-exi, 18, 100000, 0 
csv,60.0668518543,20,2663.69877995,6.07687295697,459.506254076,442.886973002, ru-exi, 20, 100000, 0 
csv,60.1518969536,25,2675.8092122,5.70374885478,531.98204932,536.624347942, ru-exi, 25, 100000, 0 
csv,60.2298710346,30,2590.07693891,4.1950518751,489.93976803,469.558449967, ru-exi, 30, 100000, 0 
csv,60.4613549709,40,2514.00254052,3.55501239321,576.277757324,522.209895795, ru-exi, 40, 100000, 0 
csv,60.2559800148,50,2622.14638217,2.60004079105,503.874516573,463.072286897, ru-exi, 50, 100000, 0 
csv,60.0049109459,1,4428.65418532,77.076102044,176.912057911,162.424388963, ru, 1, 100000, 0 
csv,60.4944798946,2,4693.81670021,56.0445673204,240.318624997,232.663027308, ru, 2, 100000, 0 
csv,60.0081779957,3,3146.77109533,40.465690638,388.846248562,373.376113695, ru, 3, 100000, 0 
csv,60.0029489994,4,2690.78441464,31.7542195601,476.544516425,454.016388804, ru, 4, 100000, 0 
csv,60.0371849537,5,2613.39701588,25.7084486556,496.369556108,473.674818818, ru, 5, 100000, 0 
csv,60.0730490685,6,2582.08967924,21.5460330021,503.514452941,489.219919059, ru, 6, 100000, 0 
csv,60.0881211758,8,2647.09558042,16.6288075897,509.009341067,476.497633059, ru, 8, 100000, 0 
csv,60.0254318714,10,2601.28074271,13.1202708635,510.008256719,481.58559092, ru, 10, 100000, 0 
csv,60.1042530537,12,2664.80310232,11.7801955766,531.072382635,528.062762581, ru, 12, 100000, 0 
csv,60.1439259052,14,2619.18385987,10.0828492785,543.066886287,522.205592635, ru, 14, 100000, 0 
csv,60.1763689518,16,2453.93669595,8.63732529402,567.57990546,544.979112387, ru, 16, 100000, 0 
csv,60.0674641132,18,2561.56976612,7.98413496249,564.547588727,546.888364486, ru, 18, 100000, 0 
csv,60.2693049908,20,2653.17477984,6.80969223406,517.980895597,494.350918101, ru, 20, 100000, 0 
csv,60.1538689137,35,2528.19981069,4.05285766331,567.341574797,535.660510839, ru, 35, 100000, 0 
csv,60.295591116,40,2678.07308978,4.1409322474,627.664161637,581.412049648, ru, 40, 100000, 0 
csv,60.4433619976,45,2518.95319797,3.40323437643,615.113375146,578.972472262, ru, 45, 100000, 0 
csv,60.672317028,50,2538.22513369,3.22064520575,639.843259936,612.582289909, ru, 50, 100000, 0 
csv,60.0000240803,1,4298.34827491,77.9209106365,183.989388071,170.290707424, rc, 1, 100000, 0 
csv,60.006608963,2,4086.69985253,55.6607249765,274.858298954,262.45347219, rc, 2, 100000, 0 
csv,60.0159900188,3,2913.02367827,41.5933960903,431.391292126,415.975090327, rc, 3, 100000, 0 
csv,60.0206611156,4,2666.1652342,30.3356774272,460.0156365,435.268988531, rc, 4, 100000, 0 
csv,60.0732569695,5,2831.65935362,26.5168405475,457.337684228,512.290557879, rc, 5, 100000, 0 
csv,60.0411300659,6,2958.20548023,22.2571746652,435.656045379,515.375598566, rc, 6, 100000, 0 
csv,60.0458209515,8,2581.92822653,16.0654018367,492.769113012,518.112560938, rc, 8, 100000, 0 
csv,60.1505169868,10,2687.80732234,13.6798381276,497.150237813,557.028646078, rc, 10, 100000, 0 
csv,60.1114890575,12,2772.54818693,11.875578842,483.411585265,636.982324397, rc, 12, 100000, 0 
csv,60.0021979809,14,2554.80640974,9.43385294799,506.97359611,557.528493301, rc, 14, 100000, 0 
csv,60.1721420288,16,2576.44143574,8.42443344201,507.207671852,587.356279767, rc, 16, 100000, 0 
csv,60.1531889439,18,2592.64725176,7.49088461485,501.210461487,597.141084596, rc, 18, 100000, 0 
csv,60.0492401123,20,2491.28881099,6.46688763948,517.569150889,525.583994142, rc, 20, 100000, 0 
csv,60.3153920174,25,2586.4044779,5.27291115711,506.306492588,523.296828599, rc, 25, 100000, 0 
csv,60.2345848083,30,2550.03002824,4.46756674869,509.17365123,591.846950719, rc, 30, 100000, 0 
csv,60.4350581169,50,2448.9096993,2.78365253409,544.34434637,664.397681325, rc, 50, 100000, 0 
csv,60.0021429062,1,4569.82012174,76.489857869,169.014875799,160.735008418, rr, 1, 100000, 0 
csv,60.007417202,2,4331.21457511,54.7890270288,255.525672418,242.75836303, rr, 2, 100000, 0 
csv,60.0160508156,3,2955.2094413,41.4489286816,423.618547932,409.280149969, rr, 3, 100000, 0 
csv,60.0225329399,4,2759.46368618,30.5531873038,445.765389376,431.178027764, rr, 4, 100000, 0 
csv,60.0670049191,5,2609.95200628,24.7612969473,480.450671599,449.717234856, rr, 5, 100000, 0 
csv,60.0224618912,6,2594.91188953,20.6280373521,481.259870744,459.551822824, rr, 6, 100000, 0 
csv,60.0692639351,8,2591.14212167,15.8472512232,493.459810441,472.469436467, rr, 8, 100000, 0 
csv,60.0102522373,10,2565.01171485,13.2023376873,520.672599536,490.696770804, rr, 10, 100000, 0 
csv,60.0383968353,12,2601.5018427,11.1142401186,516.326766898,497.948066156, rr, 12, 100000, 0 
csv,60.1297280788,14,2669.69442785,9.79264452479,518.320687102,493.999449829, rr, 14, 100000, 0 
csv,60.2647500038,16,2582.91953406,8.16091226642,510.149717266,486.883776562, rr, 16, 100000, 0 
csv,60.024228096,18,2516.38388016,7.47259831474,539.697115383,513.724476523, rr, 18, 100000, 0 
csv,60.0489399433,20,2687.39132035,7.20703246059,539.345151695,524.253013401, rr, 20, 100000, 0 
csv,60.1572320461,25,2458.69025168,5.65976578125,582.203627081,548.251355874, rr, 25, 100000, 0 
csv,60.3198471069,30,2506.63765331,4.58590348054,556.102653534,519.42442865, rr, 30, 100000, 0 
csv,60.1200230122,35,2598.21923169,4.3210360776,587.408492081,560.653133479, rr, 35, 100000, 0 
csv,60.5647580624,40,2536.12835111,3.53015715963,564.244622226,526.416283638, rr, 40, 100000, 0 
csv,60.4066729546,45,2681.60771115,3.27328456423,556.374056288,520.652545935, rr, 45, 100000, 0 
csv,60.7408730984,50,2734.53428519,3.29970479894,608.989721133,580.776900649, rr, 50, 100000, 0 
csv,60.0052280426,1,4569.86847555,72.0951680229,160.399647947,147.045638095, s, 1, 100000, 0 
csv,60.000056982,2,4411.77914346,54.5169457612,248.700948487,240.833002659, s, 2, 100000, 0 
csv,60.0045390129,3,3276.752113,43.0043687403,396.424427584,382.712593557, s, 3, 100000, 0 
csv,60.0494170189,4,2916.59784049,32.6571058697,450.861706356,435.703760708, s, 4, 100000, 0 
csv,60.0556941032,5,2754.87616071,25.9064285362,474.016546583,454.688767009, s, 5, 100000, 0 
csv,60.0910778046,6,2606.6764938,21.3679916577,495.549501133,476.81059882, s, 6, 100000, 0 
csv,60.0153450966,8,2589.18781105,16.0720899925,499.843336166,483.316941865, s, 8, 100000, 0 
csv,60.1502571106,10,2628.61719293,13.1990807158,504.269398863,493.420937604, s, 10, 100000, 0 
csv,60.146805048,12,2745.21647273,11.1448135447,488.937911143,479.943205972, s, 12, 100000, 0 
csv,60.133523941,14,2584.48183001,9.15593423964,500.703219461,476.901347227, s, 14, 100000, 0 
csv,60.0995750427,16,2613.91199336,8.38059437383,518.171989138,491.999768261, s, 16, 100000, 0 
csv,60.1204960346,18,2642.97553215,7.43094332211,509.977940524,490.217987801, s, 18, 100000, 0 
csv,60.1572871208,20,2429.43136226,6.89580150758,574.168374506,541.441507402, s, 20, 100000, 0 
csv,60.2394979,25,2388.23371733,5.51391930256,585.378960782,543.845001426, s, 25, 100000, 0 
csv,60.3810269833,30,2384.85509761,4.67123205078,595.663429951,554.928507526, s, 30, 100000, 0 
csv,60.515568018,35,2436.71182193,4.21401495762,612.023831569,578.175206013, s, 35, 100000, 0 
csv,60.2427752018,40,2426.34904369,3.72244642501,620.762074452,584.766826528, s, 40, 100000, 0 
csv,60.5114560127,45,2451.35400425,3.45265716819,641.959816513,600.859513192, s, 45, 100000, 0 
csv,60.4032440186,50,2478.095381,3.2700902178,667.080647309,629.927047696, s, 50, 100000, 0 
